PackageName,Status,InputPath,OutputPath,OutputBytes,ElapsedMilliseconds
@adobe__css-tools--css-tools-4.5.0,repacked,../data/unpacked_2500/@adobe__css-tools--css-tools-4.5.0,../data/repacked_xz_2500/@adobe__css-tools--css-tools-4.5.0.tar.xz,34288,87.02575000643265
@adraffy__ens-normalize--ens-normalize-1.11.1,repacked,../data/unpacked_2500/@adraffy__ens-normalize--ens-normalize-1.11.1,../data/repacked_xz_2500/@adraffy__ens-normalize--ens-normalize-1.11.1.tar.xz,48692,54.34149999928195
@alloc__quick-lru--quick-lru-5.2.0,repacked,../data/unpacked_2500/@alloc__quick-lru--quick-lru-5.2.0,../data/repacked_xz_2500/@alloc__quick-lru--quick-lru-5.2.0.tar.xz,4448,12.105625006370246
@ant-design__colors--colors-8.0.1,repacked,../data/unpacked_2500/@ant-design__colors--colors-8.0.1,../data/repacked_xz_2500/@ant-design__colors--colors-8.0.1.tar.xz,7308,23.015417013084516
@aws-cdk__cloud-assembly-schema--cloud-assembly-schema-53.27.0,repacked,../data/unpacked_2500/@aws-cdk__cloud-assembly-schema--cloud-assembly-schema-53.27.0,../data/repacked_xz_2500/@aws-cdk__cloud-assembly-schema--cloud-assembly-schema-53.27.0.tar.xz,117496,181.66133400518447
@aws-crypto__crc32--crc32-5.2.0,repacked,../data/unpacked_2500/@aws-crypto__crc32--crc32-5.2.0,../data/repacked_xz_2500/@aws-crypto__crc32--crc32-5.2.0.tar.xz,10084,23.239791989908554
@aws-crypto__ie11-detection--ie11-detection-4.0.0,repacked,../data/unpacked_2500/@aws-crypto__ie11-detection--ie11-detection-4.0.0,../data/repacked_xz_2500/@aws-crypto__ie11-detection--ie11-detection-4.0.0.tar.xz,8804,22.999291992164217
@aws-crypto__sha256-browser--sha256-browser-5.2.0,repacked,../data/unpacked_2500/@aws-crypto__sha256-browser--sha256-browser-5.2.0,../data/repacked_xz_2500/@aws-crypto__sha256-browser--sha256-browser-5.2.0.tar.xz,10828,28.684290999080986
@aws-crypto__sha256-js--sha256-js-5.2.0,repacked,../data/unpacked_2500/@aws-crypto__sha256-js--sha256-js-5.2.0,../data/repacked_xz_2500/@aws-crypto__sha256-js--sha256-js-5.2.0.tar.xz,18368,40.81320800469257
@aws-crypto__supports-web-crypto--supports-web-crypto-5.2.0,repacked,../data/unpacked_2500/@aws-crypto__supports-web-crypto--supports-web-crypto-5.2.0,../data/repacked_xz_2500/@aws-crypto__supports-web-crypto--supports-web-crypto-5.2.0.tar.xz,8188,20.877000002656132
@aws-crypto__util--util-5.2.0,repacked,../data/unpacked_2500/@aws-crypto__util--util-5.2.0,../data/repacked_xz_2500/@aws-crypto__util--util-5.2.0.tar.xz,8928,27.129833004437387
@aws-sdk__abort-controller--abort-controller-3.374.0,repacked,../data/unpacked_2500/@aws-sdk__abort-controller--abort-controller-3.374.0,../data/repacked_xz_2500/@aws-sdk__abort-controller--abort-controller-3.374.0.tar.xz,5476,14.046040989342146
@aws-sdk__client-sso--client-sso-3.1053.0,repacked,../data/unpacked_2500/@aws-sdk__client-sso--client-sso-3.1053.0,../data/repacked_xz_2500/@aws-sdk__client-sso--client-sso-3.1053.0.tar.xz,26924,72.16358400182799
@aws-sdk__client-sso-oidc--client-sso-oidc-3.1053.0,repacked,../data/unpacked_2500/@aws-sdk__client-sso-oidc--client-sso-oidc-3.1053.0,../data/repacked_xz_2500/@aws-sdk__client-sso-oidc--client-sso-oidc-3.1053.0.tar.xz,34280,79.52470799500588
@aws-sdk__client-sts--client-sts-3.1053.0,repacked,../data/unpacked_2500/@aws-sdk__client-sts--client-sts-3.1053.0,../data/repacked_xz_2500/@aws-sdk__client-sts--client-sts-3.1053.0.tar.xz,53724,114.9203750101151
@aws-sdk__config-resolver--config-resolver-3.374.0,repacked,../data/unpacked_2500/@aws-sdk__config-resolver--config-resolver-3.374.0,../data/repacked_xz_2500/@aws-sdk__config-resolver--config-resolver-3.374.0.tar.xz,5496,13.876333992811851
@aws-sdk__core--core-3.974.13,repacked,../data/unpacked_2500/@aws-sdk__core--core-3.974.13,../data/repacked_xz_2500/@aws-sdk__core--core-3.974.13.tar.xz,56516,228.60704200866167
@aws-sdk__credential-provider-env--credential-provider-env-3.972.39,repacked,../data/unpacked_2500/@aws-sdk__credential-provider-env--credential-provider-env-3.972.39,../data/repacked_xz_2500/@aws-sdk__credential-provider-env--credential-provider-env-3.972.39.tar.xz,6628,15.78854200488422
@aws-sdk__credential-provider-http--credential-provider-http-3.972.41,repacked,../data/unpacked_2500/@aws-sdk__credential-provider-http--credential-provider-http-3.972.41,../data/repacked_xz_2500/@aws-sdk__credential-provider-http--credential-provider-http-3.972.41.tar.xz,6032,23.348500006250106
@aws-sdk__credential-provider-imds--credential-provider-imds-3.374.0,repacked,../data/unpacked_2500/@aws-sdk__credential-provider-imds--credential-provider-imds-3.374.0,../data/repacked_xz_2500/@aws-sdk__credential-provider-imds--credential-provider-imds-3.374.0.tar.xz,5596,13.76087500830181
@aws-sdk__credential-provider-ini--credential-provider-ini-3.972.43,repacked,../data/unpacked_2500/@aws-sdk__credential-provider-ini--credential-provider-ini-3.972.43,../data/repacked_xz_2500/@aws-sdk__credential-provider-ini--credential-provider-ini-3.972.43.tar.xz,11296,28.19949999684468
@aws-sdk__credential-provider-login--credential-provider-login-3.972.43,repacked,../data/unpacked_2500/@aws-sdk__credential-provider-login--credential-provider-login-3.972.43,../data/repacked_xz_2500/@aws-sdk__credential-provider-login--credential-provider-login-3.972.43.tar.xz,6648,20.449291987461038
@aws-sdk__credential-provider-node--credential-provider-node-3.972.44,repacked,../data/unpacked_2500/@aws-sdk__credential-provider-node--credential-provider-node-3.972.44,../data/repacked_xz_2500/@aws-sdk__credential-provider-node--credential-provider-node-3.972.44.tar.xz,9956,21.691832997021265
@aws-sdk__credential-provider-process--credential-provider-process-3.972.39,repacked,../data/unpacked_2500/@aws-sdk__credential-provider-process--credential-provider-process-3.972.39,../data/repacked_xz_2500/@aws-sdk__credential-provider-process--credential-provider-process-3.972.39.tar.xz,7468,19.44358300534077
@aws-sdk__credential-provider-sso--credential-provider-sso-3.972.43,repacked,../data/unpacked_2500/@aws-sdk__credential-provider-sso--credential-provider-sso-3.972.43,../data/repacked_xz_2500/@aws-sdk__credential-provider-sso--credential-provider-sso-3.972.43.tar.xz,9280,23.970542009919882
@aws-sdk__credential-provider-web-identity--credential-provider-web-identity-3.972.43,repacked,../data/unpacked_2500/@aws-sdk__credential-provider-web-identity--credential-provider-web-identity-3.972.43,../data/repacked_xz_2500/@aws-sdk__credential-provider-web-identity--credential-provider-web-identity-3.972.43.tar.xz,9608,20.318084003520198
@aws-sdk__fetch-http-handler--fetch-http-handler-3.374.0,repacked,../data/unpacked_2500/@aws-sdk__fetch-http-handler--fetch-http-handler-3.374.0,../data/repacked_xz_2500/@aws-sdk__fetch-http-handler--fetch-http-handler-3.374.0.tar.xz,5480,14.442666986724362
@aws-sdk__hash-node--hash-node-3.374.0,repacked,../data/unpacked_2500/@aws-sdk__hash-node--hash-node-3.374.0,../data/repacked_xz_2500/@aws-sdk__hash-node--hash-node-3.374.0.tar.xz,5512,14.388042007340118
@aws-sdk__invalid-dependency--invalid-dependency-3.374.0,repacked,../data/unpacked_2500/@aws-sdk__invalid-dependency--invalid-dependency-3.374.0,../data/repacked_xz_2500/@aws-sdk__invalid-dependency--invalid-dependency-3.374.0.tar.xz,5472,13.870084003428929
@aws-sdk__is-array-buffer--is-array-buffer-3.374.0,repacked,../data/unpacked_2500/@aws-sdk__is-array-buffer--is-array-buffer-3.374.0,../data/repacked_xz_2500/@aws-sdk__is-array-buffer--is-array-buffer-3.374.0.tar.xz,5516,13.867333007510751
@aws-sdk__middleware-content-length--middleware-content-length-3.374.0,repacked,../data/unpacked_2500/@aws-sdk__middleware-content-length--middleware-content-length-3.374.0,../data/repacked_xz_2500/@aws-sdk__middleware-content-length--middleware-content-length-3.374.0.tar.xz,5452,13.313667004695162
@aws-sdk__middleware-endpoint--middleware-endpoint-3.374.0,repacked,../data/unpacked_2500/@aws-sdk__middleware-endpoint--middleware-endpoint-3.374.0,../data/repacked_xz_2500/@aws-sdk__middleware-endpoint--middleware-endpoint-3.374.0.tar.xz,5472,13.39824999740813
@aws-sdk__middleware-host-header--middleware-host-header-3.972.14,repacked,../data/unpacked_2500/@aws-sdk__middleware-host-header--middleware-host-header-3.972.14,../data/repacked_xz_2500/@aws-sdk__middleware-host-header--middleware-host-header-3.972.14.tar.xz,5396,13.542500004405156
@aws-sdk__middleware-logger--middleware-logger-3.972.13,repacked,../data/unpacked_2500/@aws-sdk__middleware-logger--middleware-logger-3.972.13,../data/repacked_xz_2500/@aws-sdk__middleware-logger--middleware-logger-3.972.13.tar.xz,5328,13.402541997493245
@aws-sdk__middleware-recursion-detection--middleware-recursion-detection-3.972.15,repacked,../data/unpacked_2500/@aws-sdk__middleware-recursion-detection--middleware-recursion-detection-3.972.15,../data/repacked_xz_2500/@aws-sdk__middleware-recursion-detection--middleware-recursion-detection-3.972.15.tar.xz,5568,13.105999998515472
@aws-sdk__middleware-retry--middleware-retry-3.374.0,repacked,../data/unpacked_2500/@aws-sdk__middleware-retry--middleware-retry-3.374.0,../data/repacked_xz_2500/@aws-sdk__middleware-retry--middleware-retry-3.374.0.tar.xz,5504,14.195208001183346
@aws-sdk__middleware-sdk-sts--middleware-sdk-sts-3.972.13,repacked,../data/unpacked_2500/@aws-sdk__middleware-sdk-sts--middleware-sdk-sts-3.972.13,../data/repacked_xz_2500/@aws-sdk__middleware-sdk-sts--middleware-sdk-sts-3.972.13.tar.xz,6152,13.828249997459352
@aws-sdk__middleware-serde--middleware-serde-3.374.0,repacked,../data/unpacked_2500/@aws-sdk__middleware-serde--middleware-serde-3.374.0,../data/repacked_xz_2500/@aws-sdk__middleware-serde--middleware-serde-3.374.0.tar.xz,5440,14.07112501328811
@aws-sdk__middleware-signing--middleware-signing-3.972.13,repacked,../data/unpacked_2500/@aws-sdk__middleware-signing--middleware-signing-3.972.13,../data/repacked_xz_2500/@aws-sdk__middleware-signing--middleware-signing-3.972.13.tar.xz,9512,23.0604590033181
@aws-sdk__middleware-stack--middleware-stack-3.374.0,repacked,../data/unpacked_2500/@aws-sdk__middleware-stack--middleware-stack-3.374.0,../data/repacked_xz_2500/@aws-sdk__middleware-stack--middleware-stack-3.374.0.tar.xz,6488,14.306333992863074
@aws-sdk__middleware-user-agent--middleware-user-agent-3.972.43,repacked,../data/unpacked_2500/@aws-sdk__middleware-user-agent--middleware-user-agent-3.972.43,../data/repacked_xz_2500/@aws-sdk__middleware-user-agent--middleware-user-agent-3.972.43.tar.xz,5404,13.205291994381696
@aws-sdk__nested-clients--nested-clients-3.997.11,repacked,../data/unpacked_2500/@aws-sdk__nested-clients--nested-clients-3.997.11,../data/repacked_xz_2500/@aws-sdk__nested-clients--nested-clients-3.997.11.tar.xz,60040,243.1747090013232
@aws-sdk__node-config-provider--node-config-provider-3.374.0,repacked,../data/unpacked_2500/@aws-sdk__node-config-provider--node-config-provider-3.374.0,../data/repacked_xz_2500/@aws-sdk__node-config-provider--node-config-provider-3.374.0.tar.xz,5496,14.534417001414113
@aws-sdk__node-http-handler--node-http-handler-3.374.0,repacked,../data/unpacked_2500/@aws-sdk__node-http-handler--node-http-handler-3.374.0,../data/repacked_xz_2500/@aws-sdk__node-http-handler--node-http-handler-3.374.0.tar.xz,5500,13.59579199925065
@aws-sdk__property-provider--property-provider-3.374.0,repacked,../data/unpacked_2500/@aws-sdk__property-provider--property-provider-3.374.0,../data/repacked_xz_2500/@aws-sdk__property-provider--property-provider-3.374.0.tar.xz,5476,14.874457992846146
@aws-sdk__protocol-http--protocol-http-3.374.0,repacked,../data/unpacked_2500/@aws-sdk__protocol-http--protocol-http-3.374.0,../data/repacked_xz_2500/@aws-sdk__protocol-http--protocol-http-3.374.0.tar.xz,5440,13.013000003411435
@aws-sdk__querystring-builder--querystring-builder-3.374.0,repacked,../data/unpacked_2500/@aws-sdk__querystring-builder--querystring-builder-3.374.0,../data/repacked_xz_2500/@aws-sdk__querystring-builder--querystring-builder-3.374.0.tar.xz,5484,13.535042002331465
@aws-sdk__querystring-parser--querystring-parser-3.374.0,repacked,../data/unpacked_2500/@aws-sdk__querystring-parser--querystring-parser-3.374.0,../data/repacked_xz_2500/@aws-sdk__querystring-parser--querystring-parser-3.374.0.tar.xz,5496,13.69262499792967
@aws-sdk__region-config-resolver--region-config-resolver-3.972.17,repacked,../data/unpacked_2500/@aws-sdk__region-config-resolver--region-config-resolver-3.972.17,../data/repacked_xz_2500/@aws-sdk__region-config-resolver--region-config-resolver-3.972.17.tar.xz,5764,13.65283400809858
@aws-sdk__service-error-classification--service-error-classification-3.374.0,repacked,../data/unpacked_2500/@aws-sdk__service-error-classification--service-error-classification-3.374.0,../data/repacked_xz_2500/@aws-sdk__service-error-classification--service-error-classification-3.374.0.tar.xz,5444,15.195750005659647
@aws-sdk__shared-ini-file-loader--shared-ini-file-loader-3.374.0,repacked,../data/unpacked_2500/@aws-sdk__shared-ini-file-loader--shared-ini-file-loader-3.374.0,../data/repacked_xz_2500/@aws-sdk__shared-ini-file-loader--shared-ini-file-loader-3.374.0.tar.xz,6128,14.239167008781806
@aws-sdk__signature-v4--signature-v4-3.374.0,repacked,../data/unpacked_2500/@aws-sdk__signature-v4--signature-v4-3.374.0,../data/repacked_xz_2500/@aws-sdk__signature-v4--signature-v4-3.374.0.tar.xz,5528,13.452709012199193
@aws-sdk__signature-v4-multi-region--signature-v4-multi-region-3.996.28,repacked,../data/unpacked_2500/@aws-sdk__signature-v4-multi-region--signature-v4-multi-region-3.996.28,../data/repacked_xz_2500/@aws-sdk__signature-v4-multi-region--signature-v4-multi-region-3.996.28.tar.xz,8604,21.030916992458515
@aws-sdk__smithy-client--smithy-client-3.374.0,repacked,../data/unpacked_2500/@aws-sdk__smithy-client--smithy-client-3.374.0,../data/repacked_xz_2500/@aws-sdk__smithy-client--smithy-client-3.374.0.tar.xz,6616,15.504666007473134
@aws-sdk__token-providers--token-providers-3.1053.0,repacked,../data/unpacked_2500/@aws-sdk__token-providers--token-providers-3.1053.0,../data/repacked_xz_2500/@aws-sdk__token-providers--token-providers-3.1053.0.tar.xz,10156,24.38591601094231
@aws-sdk__types--types-3.973.9,repacked,../data/unpacked_2500/@aws-sdk__types--types-3.973.9,../data/repacked_xz_2500/@aws-sdk__types--types-3.973.9.tar.xz,13840,54.17062499327585
@aws-sdk__url-parser--url-parser-3.374.0,repacked,../data/unpacked_2500/@aws-sdk__url-parser--url-parser-3.374.0,../data/repacked_xz_2500/@aws-sdk__url-parser--url-parser-3.374.0.tar.xz,5460,13.705667006433941
@aws-sdk__util-base64--util-base64-3.374.0,repacked,../data/unpacked_2500/@aws-sdk__util-base64--util-base64-3.374.0,../data/repacked_xz_2500/@aws-sdk__util-base64--util-base64-3.374.0.tar.xz,5516,13.851208001142368
@aws-sdk__util-body-length-browser--util-body-length-browser-3.374.0,repacked,../data/unpacked_2500/@aws-sdk__util-body-length-browser--util-body-length-browser-3.374.0,../data/repacked_xz_2500/@aws-sdk__util-body-length-browser--util-body-length-browser-3.374.0.tar.xz,5492,13.949665997643024
@aws-sdk__util-body-length-node--util-body-length-node-3.374.0,repacked,../data/unpacked_2500/@aws-sdk__util-body-length-node--util-body-length-node-3.374.0,../data/repacked_xz_2500/@aws-sdk__util-body-length-node--util-body-length-node-3.374.0.tar.xz,5536,13.482333000865765
@aws-sdk__util-buffer-from--util-buffer-from-3.374.0,repacked,../data/unpacked_2500/@aws-sdk__util-buffer-from--util-buffer-from-3.374.0,../data/repacked_xz_2500/@aws-sdk__util-buffer-from--util-buffer-from-3.374.0.tar.xz,5508,13.3505419944413
@aws-sdk__util-config-provider--util-config-provider-3.374.0,repacked,../data/unpacked_2500/@aws-sdk__util-config-provider--util-config-provider-3.374.0,../data/repacked_xz_2500/@aws-sdk__util-config-provider--util-config-provider-3.374.0.tar.xz,5472,13.4406669967575
@aws-sdk__util-defaults-mode-browser--util-defaults-mode-browser-3.374.0,repacked,../data/unpacked_2500/@aws-sdk__util-defaults-mode-browser--util-defaults-mode-browser-3.374.0,../data/repacked_xz_2500/@aws-sdk__util-defaults-mode-browser--util-defaults-mode-browser-3.374.0.tar.xz,5524,13.37637500546407
@aws-sdk__util-defaults-mode-node--util-defaults-mode-node-3.374.0,repacked,../data/unpacked_2500/@aws-sdk__util-defaults-mode-node--util-defaults-mode-node-3.374.0,../data/repacked_xz_2500/@aws-sdk__util-defaults-mode-node--util-defaults-mode-node-3.374.0.tar.xz,5480,14.160499995341524
@aws-sdk__util-endpoints--util-endpoints-3.996.12,repacked,../data/unpacked_2500/@aws-sdk__util-endpoints--util-endpoints-3.996.12,../data/repacked_xz_2500/@aws-sdk__util-endpoints--util-endpoints-3.996.12.tar.xz,5688,13.445042000967078
@aws-sdk__util-hex-encoding--util-hex-encoding-3.374.0,repacked,../data/unpacked_2500/@aws-sdk__util-hex-encoding--util-hex-encoding-3.374.0,../data/repacked_xz_2500/@aws-sdk__util-hex-encoding--util-hex-encoding-3.374.0.tar.xz,5488,13.651916000526398
@aws-sdk__util-locate-window--util-locate-window-3.965.5,repacked,../data/unpacked_2500/@aws-sdk__util-locate-window--util-locate-window-3.965.5,../data/repacked_xz_2500/@aws-sdk__util-locate-window--util-locate-window-3.965.5.tar.xz,5620,13.317167002242059
@aws-sdk__util-middleware--util-middleware-3.374.0,repacked,../data/unpacked_2500/@aws-sdk__util-middleware--util-middleware-3.374.0,../data/repacked_xz_2500/@aws-sdk__util-middleware--util-middleware-3.374.0.tar.xz,5544,14.382624998688698
@aws-sdk__util-retry--util-retry-3.374.0,repacked,../data/unpacked_2500/@aws-sdk__util-retry--util-retry-3.374.0,../data/repacked_xz_2500/@aws-sdk__util-retry--util-retry-3.374.0.tar.xz,6128,14.755374999367632
@aws-sdk__util-uri-escape--util-uri-escape-3.374.0,repacked,../data/unpacked_2500/@aws-sdk__util-uri-escape--util-uri-escape-3.374.0,../data/repacked_xz_2500/@aws-sdk__util-uri-escape--util-uri-escape-3.374.0.tar.xz,5480,13.764125003945082
@aws-sdk__util-user-agent-browser--util-user-agent-browser-3.972.14,repacked,../data/unpacked_2500/@aws-sdk__util-user-agent-browser--util-user-agent-browser-3.972.14,../data/repacked_xz_2500/@aws-sdk__util-user-agent-browser--util-user-agent-browser-3.972.14.tar.xz,5756,12.73504200798925
@aws-sdk__util-user-agent-node--util-user-agent-node-3.973.29,repacked,../data/unpacked_2500/@aws-sdk__util-user-agent-node--util-user-agent-node-3.973.29,../data/repacked_xz_2500/@aws-sdk__util-user-agent-node--util-user-agent-node-3.973.29.tar.xz,5656,12.351167009910569
@aws-sdk__util-utf8--util-utf8-3.374.0,repacked,../data/unpacked_2500/@aws-sdk__util-utf8--util-utf8-3.374.0,../data/repacked_xz_2500/@aws-sdk__util-utf8--util-utf8-3.374.0.tar.xz,5504,13.352542009670287
@aws-sdk__util-utf8-browser--util-utf8-browser-3.259.0,repacked,../data/unpacked_2500/@aws-sdk__util-utf8-browser--util-utf8-browser-3.259.0,../data/repacked_xz_2500/@aws-sdk__util-utf8-browser--util-utf8-browser-3.259.0.tar.xz,6620,17.447749996790662
@aws-sdk__util-utf8-node--util-utf8-node-3.259.0,repacked,../data/unpacked_2500/@aws-sdk__util-utf8-node--util-utf8-node-3.259.0,../data/repacked_xz_2500/@aws-sdk__util-utf8-node--util-utf8-node-3.259.0.tar.xz,5724,13.830333002260886
@aws-sdk__xml-builder--xml-builder-3.972.25,repacked,../data/unpacked_2500/@aws-sdk__xml-builder--xml-builder-3.972.25,../data/repacked_xz_2500/@aws-sdk__xml-builder--xml-builder-3.972.25.tar.xz,12300,29.986916997586377
@aws__lambda-invoke-store--lambda-invoke-store-0.2.4,repacked,../data/unpacked_2500/@aws__lambda-invoke-store--lambda-invoke-store-0.2.4,../data/repacked_xz_2500/@aws__lambda-invoke-store--lambda-invoke-store-0.2.4.tar.xz,8108,16.04954100912437
@azure__abort-controller--abort-controller-2.1.2,repacked,../data/unpacked_2500/@azure__abort-controller--abort-controller-2.1.2,../data/repacked_xz_2500/@azure__abort-controller--abort-controller-2.1.2.tar.xz,5940,27.955625002505258
@azure__core-util--core-util-1.13.1,repacked,../data/unpacked_2500/@azure__core-util--core-util-1.13.1,../data/repacked_xz_2500/@azure__core-util--core-util-1.13.1.tar.xz,11920,52.77433400624432
@azure__logger--logger-1.3.0,repacked,../data/unpacked_2500/@azure__logger--logger-1.3.0,../data/repacked_xz_2500/@azure__logger--logger-1.3.0.tar.xz,6072,18.375791012658738
@babel__code-frame--code-frame-7.29.0,repacked,../data/unpacked_2500/@babel__code-frame--code-frame-7.29.0,../data/repacked_xz_2500/@babel__code-frame--code-frame-7.29.0.tar.xz,9796,16.894499989575706
@babel__compat-data--compat-data-7.29.3,repacked,../data/unpacked_2500/@babel__compat-data--compat-data-7.29.3,../data/repacked_xz_2500/@babel__compat-data--compat-data-7.29.3.tar.xz,5664,19.273083002190106
@babel__core--core-7.29.0,repacked,../data/unpacked_2500/@babel__core--core-7.29.0,../data/repacked_xz_2500/@babel__core--core-7.29.0.tar.xz,149960,227.3065829940606
@babel__eslint-parser--eslint-parser-7.28.6,repacked,../data/unpacked_2500/@babel__eslint-parser--eslint-parser-7.28.6,../data/repacked_xz_2500/@babel__eslint-parser--eslint-parser-7.28.6.tar.xz,30572,50.80991699651349
@babel__generator--generator-7.29.1,repacked,../data/unpacked_2500/@babel__generator--generator-7.29.1,../data/repacked_xz_2500/@babel__generator--generator-7.29.1.tar.xz,89904,140.00533299986273
@babel__helper-annotate-as-pure--helper-annotate-as-pure-7.27.3,repacked,../data/unpacked_2500/@babel__helper-annotate-as-pure--helper-annotate-as-pure-7.27.3,../data/repacked_xz_2500/@babel__helper-annotate-as-pure--helper-annotate-as-pure-7.27.3.tar.xz,2296,9.056124996277504
@babel__helper-compilation-targets--helper-compilation-targets-7.28.6,repacked,../data/unpacked_2500/@babel__helper-compilation-targets--helper-compilation-targets-7.28.6,../data/repacked_xz_2500/@babel__helper-compilation-targets--helper-compilation-targets-7.28.6.tar.xz,13844,23.05862499633804
@babel__helper-create-class-features-plugin--helper-create-class-features-plugin-7.29.3,repacked,../data/unpacked_2500/@babel__helper-create-class-features-plugin--helper-create-class-features-plugin-7.29.3,../data/repacked_xz_2500/@babel__helper-create-class-features-plugin--helper-create-class-features-plugin-7.29.3.tar.xz,75892,106.90458399767522
@babel__helper-create-regexp-features-plugin--helper-create-regexp-features-plugin-7.28.5,repacked,../data/unpacked_2500/@babel__helper-create-regexp-features-plugin--helper-create-regexp-features-plugin-7.28.5,../data/repacked_xz_2500/@babel__helper-create-regexp-features-plugin--helper-create-regexp-features-plugin-7.28.5.tar.xz,7612,16.72408300510142
@babel__helper-define-polyfill-provider--helper-define-polyfill-provider-0.6.8,repacked,../data/unpacked_2500/@babel__helper-define-polyfill-provider--helper-define-polyfill-provider-0.6.8,../data/repacked_xz_2500/@babel__helper-define-polyfill-provider--helper-define-polyfill-provider-0.6.8.tar.xz,29640,59.71125001087785
@babel__helper-globals--helper-globals-7.28.0,repacked,../data/unpacked_2500/@babel__helper-globals--helper-globals-7.28.0,../data/repacked_xz_2500/@babel__helper-globals--helper-globals-7.28.0.tar.xz,6592,13.902124992455356
@babel__helper-member-expression-to-functions--helper-member-expression-to-functions-7.28.5,repacked,../data/unpacked_2500/@babel__helper-member-expression-to-functions--helper-member-expression-to-functions-7.28.5,../data/repacked_xz_2500/@babel__helper-member-expression-to-functions--helper-member-expression-to-functions-7.28.5.tar.xz,12688,20.950417005224153
@babel__helper-module-imports--helper-module-imports-7.28.6,repacked,../data/unpacked_2500/@babel__helper-module-imports--helper-module-imports-7.28.6,../data/repacked_xz_2500/@babel__helper-module-imports--helper-module-imports-7.28.6.tar.xz,12860,22.14512501086574
@babel__helper-module-transforms--helper-module-transforms-7.28.6,repacked,../data/unpacked_2500/@babel__helper-module-transforms--helper-module-transforms-7.28.6,../data/repacked_xz_2500/@babel__helper-module-transforms--helper-module-transforms-7.28.6.tar.xz,32448,44.53729200758971
@babel__helper-optimise-call-expression--helper-optimise-call-expression-7.27.1,repacked,../data/unpacked_2500/@babel__helper-optimise-call-expression--helper-optimise-call-expression-7.27.1,../data/repacked_xz_2500/@babel__helper-optimise-call-expression--helper-optimise-call-expression-7.27.1.tar.xz,2756,9.491208998952061
@babel__helper-plugin-utils--helper-plugin-utils-7.28.6,repacked,../data/unpacked_2500/@babel__helper-plugin-utils--helper-plugin-utils-7.28.6,../data/repacked_xz_2500/@babel__helper-plugin-utils--helper-plugin-utils-7.28.6.tar.xz,4444,10.372124990681186
@babel__helper-remap-async-to-generator--helper-remap-async-to-generator-7.27.1,repacked,../data/unpacked_2500/@babel__helper-remap-async-to-generator--helper-remap-async-to-generator-7.27.1,../data/repacked_xz_2500/@babel__helper-remap-async-to-generator--helper-remap-async-to-generator-7.27.1.tar.xz,3772,10.031958008767106
@babel__helper-replace-supers--helper-replace-supers-7.28.6,repacked,../data/unpacked_2500/@babel__helper-replace-supers--helper-replace-supers-7.28.6,../data/repacked_xz_2500/@babel__helper-replace-supers--helper-replace-supers-7.28.6.tar.xz,8724,15.865790992393158
@babel__helper-skip-transparent-expression-wrappers--helper-skip-transparent-expression-wrappers-7.27.1,repacked,../data/unpacked_2500/@babel__helper-skip-transparent-expression-wrappers--helper-skip-transparent-expression-wrappers-7.27.1,../data/repacked_xz_2500/@babel__helper-skip-transparent-expression-wrappers--helper-skip-transparent-expression-wrappers-7.27.1.tar.xz,2656,9.35383299656678
@babel__helper-string-parser--helper-string-parser-7.27.1,repacked,../data/unpacked_2500/@babel__helper-string-parser--helper-string-parser-7.27.1,../data/repacked_xz_2500/@babel__helper-string-parser--helper-string-parser-7.27.1.tar.xz,7948,15.042792001622729
@babel__helper-validator-identifier--helper-validator-identifier-7.28.5,repacked,../data/unpacked_2500/@babel__helper-validator-identifier--helper-validator-identifier-7.28.5,../data/repacked_xz_2500/@babel__helper-validator-identifier--helper-validator-identifier-7.28.5.tar.xz,11608,19.372291993931867
@babel__helper-validator-option--helper-validator-option-7.27.1,repacked,../data/unpacked_2500/@babel__helper-validator-option--helper-validator-option-7.27.1,../data/repacked_xz_2500/@babel__helper-validator-option--helper-validator-option-7.27.1.tar.xz,4368,11.995583001407795
@babel__helper-wrap-function--helper-wrap-function-7.28.6,repacked,../data/unpacked_2500/@babel__helper-wrap-function--helper-wrap-function-7.28.6,../data/repacked_xz_2500/@babel__helper-wrap-function--helper-wrap-function-7.28.6.tar.xz,5800,12.5454999943031
@babel__helpers--helpers-7.29.2,repacked,../data/unpacked_2500/@babel__helpers--helpers-7.29.2,../data/repacked_xz_2500/@babel__helpers--helpers-7.29.2.tar.xz,126572,257.5660830043489
@babel__highlight--highlight-7.25.9,repacked,../data/unpacked_2500/@babel__highlight--highlight-7.25.9,../data/repacked_xz_2500/@babel__highlight--highlight-7.25.9.tar.xz,6716,13.717084002564661
@babel__parser--parser-7.29.3,repacked,../data/unpacked_2500/@babel__parser--parser-7.29.3,../data/repacked_xz_2500/@babel__parser--parser-7.29.3.tar.xz,321756,477.4986670090584
@babel__plugin-bugfix-firefox-class-in-computed-class-key--plugin-bugfix-firefox-class-in-computed-class-key-7.28.5,repacked,../data/unpacked_2500/@babel__plugin-bugfix-firefox-class-in-computed-class-key--plugin-bugfix-firefox-class-in-computed-class-key-7.28.5,../data/repacked_xz_2500/@babel__plugin-bugfix-firefox-class-in-computed-class-key--plugin-bugfix-firefox-class-in-computed-class-key-7.28.5.tar.xz,4312,10.672292002709582
