__run_id,__done,alg,subject,energy-pkg,energy-ram,execution-time
run_12_repetition_9,DONE,npm,npm/@next__swc-linux-arm64-musl--swc-linux-arm64-musl-16.2.6.tgz,70.14,8.47,1.095882608
run_64_repetition_18,DONE,zstd,zstd/@esbuild__linux-x64--linux-x64-0.28.0.tar.zst,3.25,0.38,0.048537285
run_104_repetition_4,DONE,brotli,brotli/@esbuild__linux-ia32--linux-ia32-0.28.0.tar.br,5.73,0.69,0.088613327
run_58_repetition_2,DONE,zopfli,zopfli/@esbuild__darwin-x64--darwin-x64-0.28.0.tgz,8.17,1.0,0.128356299
run_23_repetition_7,DONE,xz,xz/@next__swc-darwin-x64--swc-darwin-x64-16.2.6.tar.xz,166.24,19.89,2.593830858
run_27_repetition_7,DONE,xz,xz/@next__swc-win32-x64-msvc--swc-win32-x64-msvc-16.2.6.tar.xz,174.97,20.97,2.730404875
run_14_repetition_0,DONE,npm,npm/@esbuild__openbsd-x64--openbsd-x64-0.28.0.tgz,7.69,0.93,0.119733622
run_96_repetition_13,DONE,brotli,brotli/@next__swc-win32-arm64-msvc--swc-win32-arm64-msvc-16.2.6.tar.br,36.01,4.35,0.558990693
run_6_repetition_9,DONE,npm,npm/next--next-16.2.6.tgz,79.96,9.54,1.242833346
run_5_repetition_2,DONE,npm,npm/@esbuild__aix-ppc64--aix-ppc64-0.28.0.tgz,7.96,0.95,0.123949543
run_65_repetition_6,DONE,zstd,zstd/@next__swc-linux-arm64-musl--swc-linux-arm64-musl-16.2.6.tar.zst,29.54,3.54,0.446797116
run_0_repetition_2,DONE,npm,npm/@next__swc-darwin-arm64--swc-darwin-arm64-16.2.6.tgz,67.39,8.06,1.052850712
run_2_repetition_0,DONE,npm,npm/@esbuild__win32-ia32--win32-ia32-0.28.0.tgz,7.57,0.91,0.117711568
run_79_repetition_3,DONE,zstd,zstd/@next__swc-linux-x64-gnu--swc-linux-x64-gnu-16.2.6.tar.zst,31.11,3.72,0.467775318
run_96_repetition_17,DONE,brotli,brotli/@next__swc-win32-arm64-msvc--swc-win32-arm64-msvc-16.2.6.tar.br,36.08,4.34,0.55607813
run_44_repetition_1,DONE,zopfli,zopfli/@esbuild__win32-ia32--win32-ia32-0.28.0.tgz,7.8,0.93,0.122422237
run_7_repetition_15,DONE,npm,npm/@next__swc-linux-arm64-gnu--swc-linux-arm64-gnu-16.2.6.tgz,70.34,8.54,1.101339227
run_37_repetition_26,DONE,xz,xz/@next__swc-linux-x64-musl--swc-linux-x64-musl-16.2.6.tar.xz,180.42,21.36,2.803063391
run_71_repetition_25,DONE,zstd,zstd/aws-sdk--aws-sdk-2.1693.0.tar.zst,14.67,1.76,0.217133444
run_101_repetition_25,DONE,brotli,brotli/@next__swc-linux-arm64-musl--swc-linux-arm64-musl-16.2.6.tar.br,40.63,4.96,0.634613404
run_2_repetition_14,DONE,npm,npm/@esbuild__win32-ia32--win32-ia32-0.28.0.tgz,7.55,0.9,0.117825238
run_92_repetition_29,DONE,brotli,brotli/@next__swc-darwin-arm64--swc-darwin-arm64-16.2.6.tar.br,38.79,4.69,0.603300562
run_17_repetition_24,DONE,npm,npm/@esbuild__darwin-x64--darwin-x64-0.28.0.tgz,7.86,0.95,0.122809539
run_96_repetition_16,DONE,brotli,brotli/@next__swc-win32-arm64-msvc--swc-win32-arm64-msvc-16.2.6.tar.br,35.57,4.36,0.555335565
run_91_repetition_23,DONE,brotli,brotli/aws-sdk--aws-sdk-2.1693.0.tar.br,13.21,1.68,0.201887494
run_55_repetition_4,DONE,zopfli,zopfli/@esbuild__openbsd-x64--openbsd-x64-0.28.0.tgz,8.01,0.99,0.125262174
run_34_repetition_28,DONE,xz,xz/@esbuild__freebsd-x64--freebsd-x64-0.28.0.tar.xz,23.1,2.79,0.361139179
run_57_repetition_1,DONE,zopfli,zopfli/@esbuild__linux-x64--linux-x64-0.28.0.tgz,8.01,0.97,0.12650353
run_33_repetition_11,DONE,xz,xz/@esbuild__linux-x64--linux-x64-0.28.0.tar.xz,22.79,2.76,0.35710813
run_44_repetition_14,DONE,zopfli,zopfli/@esbuild__win32-ia32--win32-ia32-0.28.0.tgz,7.81,0.95,0.122393923
run_84_repetition_16,DONE,brotli,brotli/@esbuild__win32-x64--win32-x64-0.28.0.tar.br,6.1,0.73,0.095122221
run_12_repetition_18,DONE,npm,npm/@next__swc-linux-arm64-musl--swc-linux-arm64-musl-16.2.6.tgz,70.1,8.43,1.094682332
run_4_repetition_4,DONE,npm,npm/@next__swc-darwin-x64--swc-darwin-x64-16.2.6.tgz,70.32,8.52,1.099415209
run_26_repetition_17,DONE,xz,xz/@esbuild__linux-riscv64--linux-riscv64-0.28.0.tar.xz,21.59,2.56,0.338633124
run_58_repetition_17,DONE,zopfli,zopfli/@esbuild__darwin-x64--darwin-x64-0.28.0.tgz,8.19,0.98,0.128696558
run_67_repetition_12,DONE,zstd,zstd/@next__swc-darwin-x64--swc-darwin-x64-16.2.6.tar.zst,28.76,3.46,0.433877026
run_43_repetition_4,DONE,zopfli,zopfli/@next__swc-win32-arm64-msvc--swc-win32-arm64-msvc-16.2.6.tgz,65.11,7.83,1.023060457
run_90_repetition_23,DONE,brotli,brotli/@esbuild__netbsd-x64--netbsd-x64-0.28.0.tar.br,5.96,0.71,0.092647947
run_42_repetition_19,DONE,zopfli,zopfli/@next__swc-darwin-arm64--swc-darwin-arm64-16.2.6.tgz,71.27,8.65,1.11836412
run_22_repetition_28,DONE,xz,xz/@next__swc-linux-arm64-musl--swc-linux-arm64-musl-16.2.6.tar.xz,155.03,18.65,2.424923064
run_14_repetition_11,DONE,npm,npm/@esbuild__openbsd-x64--openbsd-x64-0.28.0.tgz,7.68,0.92,0.119495485
run_22_repetition_10,DONE,xz,xz/@next__swc-linux-arm64-musl--swc-linux-arm64-musl-16.2.6.tar.xz,154.41,18.55,2.420817809
run_96_repetition_2,DONE,brotli,brotli/@next__swc-win32-arm64-msvc--swc-win32-arm64-msvc-16.2.6.tar.br,35.48,4.33,0.555126629
run_71_repetition_4,DONE,zstd,zstd/aws-sdk--aws-sdk-2.1693.0.tar.zst,14.58,1.75,0.216221063
run_101_repetition_6,DONE,brotli,brotli/@next__swc-linux-arm64-musl--swc-linux-arm64-musl-16.2.6.tar.br,40.29,4.93,0.629721289
run_33_repetition_2,DONE,xz,xz/@esbuild__linux-x64--linux-x64-0.28.0.tar.xz,22.77,2.75,0.357336034
run_79_repetition_8,DONE,zstd,zstd/@next__swc-linux-x64-gnu--swc-linux-x64-gnu-16.2.6.tar.zst,31.73,3.82,0.475231698
run_41_repetition_19,DONE,xz,xz/@esbuild__darwin-x64--darwin-x64-0.28.0.tar.xz,23.57,2.8,0.369696561
run_21_repetition_13,DONE,xz,xz/@esbuild__win32-ia32--win32-ia32-0.28.0.tar.xz,22.73,2.72,0.356139423
run_59_repetition_3,DONE,zopfli,zopfli/typescript--typescript-6.0.3.tgz,11.27,1.36,0.178012013
run_49_repetition_16,DONE,zopfli,zopfli/@esbuild__sunos-x64--sunos-x64-0.28.0.tgz,7.95,0.96,0.125266739
run_87_repetition_3,DONE,brotli,brotli/@esbuild__freebsd-x64--freebsd-x64-0.28.0.tar.br,5.97,0.72,0.092809697
run_51_repetition_14,DONE,zopfli,zopfli/@next__swc-linux-x64-gnu--swc-linux-x64-gnu-16.2.6.tgz,77.95,9.37,1.228705354
run_22_repetition_7,DONE,xz,xz/@next__swc-linux-arm64-musl--swc-linux-arm64-musl-16.2.6.tar.xz,154.46,18.54,2.421212904
run_75_repetition_28,DONE,zstd,zstd/@esbuild__freebsd-x64--freebsd-x64-0.28.0.tar.zst,3.19,0.38,0.048800263
run_45_repetition_10,DONE,zopfli,zopfli/@next__swc-win32-ia32-msvc--swc-win32-ia32-msvc-14.2.16.tgz,54.56,6.64,0.859106905
run_96_repetition_0,DONE,brotli,brotli/@next__swc-win32-arm64-msvc--swc-win32-arm64-msvc-16.2.6.tar.br,35.59,4.34,0.555265633
run_64_repetition_27,DONE,zstd,zstd/@esbuild__linux-x64--linux-x64-0.28.0.tar.zst,3.22,0.39,0.048346068
run_18_repetition_27,DONE,npm,npm/@esbuild__linux-s390x--linux-s390x-0.28.0.tgz,7.74,0.95,0.121946405
run_73_repetition_16,DONE,zstd,zstd/@next__swc-linux-arm64-gnu--swc-linux-arm64-gnu-16.2.6.tar.zst,29.43,3.56,0.44679033
run_47_repetition_16,DONE,zopfli,zopfli/next--next-16.2.6.tgz,81.15,9.88,1.280163916
run_70_repetition_11,DONE,zstd,zstd/@esbuild__win32-x64--win32-x64-0.28.0.tar.zst,3.3,0.39,0.049569374
run_58_repetition_27,DONE,zopfli,zopfli/@esbuild__darwin-x64--darwin-x64-0.28.0.tgz,8.2,0.99,0.129218211
run_103_repetition_12,DONE,brotli,brotli/@esbuild__sunos-x64--sunos-x64-0.28.0.tar.br,5.97,0.71,0.093178708
run_82_repetition_0,DONE,zstd,zstd/@next__swc-darwin-arm64--swc-darwin-arm64-16.2.6.tar.zst,27.99,3.36,0.422693178
run_26_repetition_9,DONE,xz,xz/@esbuild__linux-riscv64--linux-riscv64-0.28.0.tar.xz,21.69,2.59,0.33814038
run_100_repetition_21,DONE,brotli,brotli/@esbuild__openbsd-x64--openbsd-x64-0.28.0.tar.br,5.96,0.73,0.093424908
run_49_repetition_9,DONE,zopfli,zopfli/@esbuild__sunos-x64--sunos-x64-0.28.0.tgz,7.97,0.97,0.125357368
run_78_repetition_0,DONE,zstd,zstd/@esbuild__netbsd-x64--netbsd-x64-0.28.0.tar.zst,3.17,0.37,0.047807689
run_68_repetition_21,DONE,zstd,zstd/@next__swc-win32-ia32-msvc--swc-win32-ia32-msvc-14.2.16.tar.zst,21.48,2.58,0.324465632
run_44_repetition_20,DONE,zopfli,zopfli/@esbuild__win32-ia32--win32-ia32-0.28.0.tgz,7.78,0.92,0.12274292
run_73_repetition_13,DONE,zstd,zstd/@next__swc-linux-arm64-gnu--swc-linux-arm64-gnu-16.2.6.tar.zst,30.35,3.6,0.457480473
run_51_repetition_4,DONE,zopfli,zopfli/@next__swc-linux-x64-gnu--swc-linux-x64-gnu-16.2.6.tgz,78.32,9.36,1.229308817
run_7_repetition_20,DONE,npm,npm/@next__swc-linux-arm64-gnu--swc-linux-arm64-gnu-16.2.6.tgz,70.37,8.46,1.09936648
run_104_repetition_15,DONE,brotli,brotli/@esbuild__linux-ia32--linux-ia32-0.28.0.tar.br,5.68,0.67,0.088173659
run_90_repetition_29,DONE,brotli,brotli/@esbuild__netbsd-x64--netbsd-x64-0.28.0.tar.br,5.96,0.72,0.092412506
run_20_repetition_18,DONE,npm,npm/aws-sdk--aws-sdk-2.1693.0.tgz,37.57,4.54,0.584103435
run_22_repetition_5,DONE,xz,xz/@next__swc-linux-arm64-musl--swc-linux-arm64-musl-16.2.6.tar.xz,154.64,18.51,2.418386199
run_59_repetition_6,DONE,zopfli,zopfli/typescript--typescript-6.0.3.tgz,11.31,1.37,0.177754083
run_20_repetition_13,DONE,npm,npm/aws-sdk--aws-sdk-2.1693.0.tgz,37.61,4.51,0.58369498
run_12_repetition_28,DONE,npm,npm/@next__swc-linux-arm64-musl--swc-linux-arm64-musl-16.2.6.tgz,69.93,8.4,1.092348706
run_26_repetition_3,DONE,xz,xz/@esbuild__linux-riscv64--linux-riscv64-0.28.0.tar.xz,21.6,2.57,0.33787845
run_68_repetition_26,DONE,zstd,zstd/@next__swc-win32-ia32-msvc--swc-win32-ia32-msvc-14.2.16.tar.zst,21.24,2.57,0.32282729
run_95_repetition_28,DONE,brotli,brotli/@esbuild__win32-ia32--win32-ia32-0.28.0.tar.br,5.79,0.69,0.09035964
run_34_repetition_27,DONE,xz,xz/@esbuild__freebsd-x64--freebsd-x64-0.28.0.tar.xz,23.0,2.75,0.360520978
run_99_repetition_2,DONE,brotli,brotli/@next__swc-win32-ia32-msvc--swc-win32-ia32-msvc-14.2.16.tar.br,30.12,3.64,0.46958678
run_98_repetition_29,DONE,brotli,brotli/@next__swc-linux-x64-musl--swc-linux-x64-musl-16.2.6.tar.br,43.59,5.22,0.679052456
run_57_repetition_2,DONE,zopfli,zopfli/@esbuild__linux-x64--linux-x64-0.28.0.tgz,8.1,0.96,0.126363001
run_59_repetition_19,DONE,zopfli,zopfli/typescript--typescript-6.0.3.tgz,11.32,1.35,0.17804613
run_17_repetition_1,DONE,npm,npm/@esbuild__darwin-x64--darwin-x64-0.28.0.tgz,7.97,0.95,0.122770949
run_29_repetition_9,DONE,xz,xz/@esbuild__netbsd-x64--netbsd-x64-0.28.0.tar.xz,23.06,2.75,0.359715731
run_8_repetition_24,DONE,npm,npm/@esbuild__sunos-x64--sunos-x64-0.28.0.tgz,7.7,0.91,0.119898402
run_65_repetition_29,DONE,zstd,zstd/@next__swc-linux-arm64-musl--swc-linux-arm64-musl-16.2.6.tar.zst,29.32,3.54,0.443071883
run_49_repetition_12,DONE,zopfli,zopfli/@esbuild__sunos-x64--sunos-x64-0.28.0.tgz,8.03,0.98,0.125654742
run_31_repetition_8,DONE,xz,xz/@esbuild__openbsd-x64--openbsd-x64-0.28.0.tar.xz,23.09,2.76,0.360570031
run_69_repetition_24,DONE,zstd,zstd/@next__swc-linux-x64-musl--swc-linux-x64-musl-16.2.6.tar.zst,31.0,3.7,0.467286427
run_15_repetition_7,DONE,npm,npm/@next__swc-win32-x64-msvc--swc-win32-x64-msvc-16.2.6.tgz,75.85,9.18,1.18277936
run_59_repetition_27,DONE,zopfli,zopfli/typescript--typescript-6.0.3.tgz,11.33,1.37,0.178111207
run_41_repetition_20,DONE,xz,xz/@esbuild__darwin-x64--darwin-x64-0.28.0.tar.xz,23.61,2.84,0.369481847
run_69_repetition_26,DONE,zstd,zstd/@next__swc-linux-x64-musl--swc-linux-x64-musl-16.2.6.tar.zst,31.41,3.77,0.473724586
run_28_repetition_17,DONE,xz,xz/@next__swc-linux-arm64-gnu--swc-linux-arm64-gnu-16.2.6.tar.xz,156.6,18.79,2.444843284
run_20_repetition_9,DONE,npm,npm/aws-sdk--aws-sdk-2.1693.0.tgz,37.59,4.56,0.583794374
run_14_repetition_14,DONE,npm,npm/@esbuild__openbsd-x64--openbsd-x64-0.28.0.tgz,7.67,0.93,0.119647149
run_33_repetition_20,DONE,xz,xz/@esbuild__linux-x64--linux-x64-0.28.0.tar.xz,22.87,2.73,0.357447071
run_58_repetition_20,DONE,zopfli,zopfli/@esbuild__darwin-x64--darwin-x64-0.28.0.tgz,8.25,0.99,0.128422818
run_74_repetition_21,DONE,zstd,zstd/@esbuild__darwin-x64--darwin-x64-0.28.0.tar.zst,3.4,0.4,0.050190535
run_87_repetition_28,DONE,brotli,brotli/@esbuild__freebsd-x64--freebsd-x64-0.28.0.tar.br,6.04,0.74,0.094187164
run_17_repetition_28,DONE,npm,npm/@esbuild__darwin-x64--darwin-x64-0.28.0.tgz,7.89,0.96,0.122926881
run_13_repetition_3,DONE,npm,npm/@esbuild__win32-x64--win32-x64-0.28.0.tgz,7.88,0.97,0.122732588
run_89_repetition_16,DONE,brotli,brotli/@esbuild__darwin-x64--darwin-x64-0.28.0.tar.br,6.08,0.73,0.094915128
run_59_repetition_4,DONE,zopfli,zopfli/typescript--typescript-6.0.3.tgz,11.28,1.38,0.177531056
run_47_repetition_29,DONE,zopfli,zopfli/next--next-16.2.6.tgz,81.41,9.9,1.279129559
run_24_repetition_26,DONE,xz,xz/aws-sdk--aws-sdk-2.1693.0.tar.xz,46.1,5.63,0.719459911
run_14_repetition_13,DONE,npm,npm/@esbuild__openbsd-x64--openbsd-x64-0.28.0.tgz,7.71,0.94,0.119766939
run_11_repetition_27,DONE,npm,npm/@esbuild__netbsd-x64--netbsd-x64-0.28.0.tgz,7.68,0.91,0.11967712
run_23_repetition_17,DONE,xz,xz/@next__swc-darwin-x64--swc-darwin-x64-16.2.6.tar.xz,166.12,20.02,2.589510042
run_54_repetition_1,DONE,zopfli,zopfli/@esbuild__win32-x64--win32-x64-0.28.0.tgz,8.1,0.98,0.12794546
run_56_repetition_9,DONE,zopfli,zopfli/@next__swc-win32-x64-msvc--swc-win32-x64-msvc-16.2.6.tgz,79.79,9.6,1.257616064
run_74_repetition_14,DONE,zstd,zstd/@esbuild__darwin-x64--darwin-x64-0.28.0.tar.zst,3.29,0.4,0.050098836
run_78_repetition_14,DONE,zstd,zstd/@esbuild__netbsd-x64--netbsd-x64-0.28.0.tar.zst,3.16,0.38,0.047995953
run_58_repetition_24,DONE,zopfli,zopfli/@esbuild__darwin-x64--darwin-x64-0.28.0.tgz,8.21,0.98,0.128204
run_0_repetition_20,DONE,npm,npm/@next__swc-darwin-arm64--swc-darwin-arm64-16.2.6.tgz,67.19,8.09,1.051736514
run_78_repetition_15,DONE,zstd,zstd/@esbuild__netbsd-x64--netbsd-x64-0.28.0.tar.zst,3.18,0.37,0.047899629
run_45_repetition_27,DONE,zopfli,zopfli/@next__swc-win32-ia32-msvc--swc-win32-ia32-msvc-14.2.16.tgz,54.67,6.56,0.859199897
run_45_repetition_0,DONE,zopfli,zopfli/@next__swc-win32-ia32-msvc--swc-win32-ia32-msvc-14.2.16.tgz,54.97,6.6,0.858251838
run_25_repetition_26,DONE,xz,xz/@next__swc-win32-ia32-msvc--swc-win32-ia32-msvc-14.2.16.tar.xz,116.56,13.9,1.818275042
run_9_repetition_26,DONE,npm,npm/@next__swc-linux-x64-musl--swc-linux-x64-musl-16.2.6.tgz,74.8,9.08,1.169288351
run_66_repetition_14,DONE,zstd,zstd/@esbuild__openbsd-x64--openbsd-x64-0.28.0.tar.zst,3.23,0.38,0.048330586
run_50_repetition_13,DONE,zopfli,zopfli/@next__swc-linux-x64-musl--swc-linux-x64-musl-16.2.6.tgz,78.15,9.51,1.231815761
run_40_repetition_20,DONE,xz,xz/@next__swc-win32-arm64-msvc--swc-win32-arm64-msvc-16.2.6.tar.xz,134.66,16.21,2.1114537
run_41_repetition_18,DONE,xz,xz/@esbuild__darwin-x64--darwin-x64-0.28.0.tar.xz,23.51,2.85,0.368753057
run_31_repetition_9,DONE,xz,xz/@esbuild__openbsd-x64--openbsd-x64-0.28.0.tar.xz,23.06,2.78,0.361152422
run_61_repetition_11,DONE,zopfli,zopfli/@esbuild__freebsd-x64--freebsd-x64-0.28.0.tgz,7.95,0.96,0.125467925
run_12_repetition_19,DONE,npm,npm/@next__swc-linux-arm64-musl--swc-linux-arm64-musl-16.2.6.tgz,69.89,8.44,1.095761564
run_63_repetition_10,DONE,zstd,zstd/next--next-16.2.6.tar.zst,20.53,2.49,0.302491977
run_67_repetition_4,DONE,zstd,zstd/@next__swc-darwin-x64--swc-darwin-x64-16.2.6.tar.zst,28.45,3.39,0.429561949
run_70_repetition_28,DONE,zstd,zstd/@esbuild__win32-x64--win32-x64-0.28.0.tar.zst,3.25,0.38,0.049221296
run_69_repetition_25,DONE,zstd,zstd/@next__swc-linux-x64-musl--swc-linux-x64-musl-16.2.6.tar.zst,30.67,3.71,0.465188765
run_30_repetition_23,DONE,xz,xz/next--next-16.2.6.tar.xz,73.31,8.9,1.14323208
run_46_repetition_19,DONE,zopfli,zopfli/@next__swc-darwin-x64--swc-darwin-x64-16.2.6.tgz,76.08,9.27,1.197336915
run_33_repetition_10,DONE,xz,xz/@esbuild__linux-x64--linux-x64-0.28.0.tar.xz,22.8,2.74,0.357272332
run_36_repetition_8,DONE,xz,xz/@esbuild__win32-x64--win32-x64-0.28.0.tar.xz,23.24,2.78,0.363958425
run_28_repetition_7,DONE,xz,xz/@next__swc-linux-arm64-gnu--swc-linux-arm64-gnu-16.2.6.tar.xz,156.28,18.81,2.446336231
run_6_repetition_10,DONE,npm,npm/next--next-16.2.6.tgz,79.56,9.62,1.236778372
run_14_repetition_10,DONE,npm,npm/@esbuild__openbsd-x64--openbsd-x64-0.28.0.tgz,7.72,0.94,0.119988092
run_95_repetition_25,DONE,brotli,brotli/@esbuild__win32-ia32--win32-ia32-0.28.0.tar.br,5.89,0.72,0.090711238
run_72_repetition_12,DONE,zstd,zstd/@esbuild__win32-ia32--win32-ia32-0.28.0.tar.zst,3.15,0.38,0.048123783
run_77_repetition_10,DONE,zstd,zstd/@esbuild__linux-s390x--linux-s390x-0.28.0.tar.zst,3.19,0.37,0.048040665
run_49_repetition_1,DONE,zopfli,zopfli/@esbuild__sunos-x64--sunos-x64-0.28.0.tgz,8.02,0.98,0.125515116
run_32_repetition_13,DONE,xz,xz/@next__swc-linux-x64-gnu--swc-linux-x64-gnu-16.2.6.tar.xz,178.55,21.34,2.794536239
run_17_repetition_21,DONE,npm,npm/@esbuild__darwin-x64--darwin-x64-0.28.0.tgz,7.88,0.95,0.123371138
run_85_repetition_19,DONE,brotli,brotli/@next__swc-linux-arm64-gnu--swc-linux-arm64-gnu-16.2.6.tar.br,40.76,4.97,0.633369983
run_0_repetition_15,DONE,npm,npm/@next__swc-darwin-arm64--swc-darwin-arm64-16.2.6.tgz,67.48,8.1,1.052623703
run_8_repetition_5,DONE,npm,npm/@esbuild__sunos-x64--sunos-x64-0.28.0.tgz,7.65,0.93,0.119882445
run_11_repetition_18,DONE,npm,npm/@esbuild__netbsd-x64--netbsd-x64-0.28.0.tgz,7.68,0.93,0.119717365
run_2_repetition_18,DONE,npm,npm/@esbuild__win32-ia32--win32-ia32-0.28.0.tgz,7.54,0.91,0.117543614
run_75_repetition_23,DONE,zstd,zstd/@esbuild__freebsd-x64--freebsd-x64-0.28.0.tar.zst,3.17,0.38,0.047919253
run_29_repetition_12,DONE,xz,xz/@esbuild__netbsd-x64--netbsd-x64-0.28.0.tar.xz,22.92,2.76,0.359764007
run_25_repetition_6,DONE,xz,xz/@next__swc-win32-ia32-msvc--swc-win32-ia32-msvc-14.2.16.tar.xz,116.02,13.98,1.822778887
run_21_repetition_16,DONE,xz,xz/@esbuild__win32-ia32--win32-ia32-0.28.0.tar.xz,22.73,2.74,0.356740358
run_2_repetition_24,DONE,npm,npm/@esbuild__win32-ia32--win32-ia32-0.28.0.tgz,7.56,0.92,0.118184662
run_92_repetition_18,DONE,brotli,brotli/@next__swc-darwin-arm64--swc-darwin-arm64-16.2.6.tar.br,38.73,4.75,0.604117347
run_94_repetition_11,DONE,brotli,brotli/@next__swc-win32-x64-msvc--swc-win32-x64-msvc-16.2.6.tar.br,44.66,5.45,0.695195691
run_7_repetition_21,DONE,npm,npm/@next__swc-linux-arm64-gnu--swc-linux-arm64-gnu-16.2.6.tgz,70.38,8.57,1.101082572
run_35_repetition_26,DONE,xz,xz/@next__swc-darwin-arm64--swc-darwin-arm64-16.2.6.tar.xz,146.86,17.86,2.303853993
run_69_repetition_1,DONE,zstd,zstd/@next__swc-linux-x64-musl--swc-linux-x64-musl-16.2.6.tar.zst,30.74,3.72,0.46494988
run_100_repetition_18,DONE,brotli,brotli/@esbuild__openbsd-x64--openbsd-x64-0.28.0.tar.br,5.91,0.72,0.09268218
run_54_repetition_6,DONE,zopfli,zopfli/@esbuild__win32-x64--win32-x64-0.28.0.tgz,8.11,0.99,0.127698148
run_103_repetition_25,DONE,brotli,brotli/@esbuild__sunos-x64--sunos-x64-0.28.0.tar.br,5.97,0.74,0.092785056
run_19_repetition_6,DONE,npm,npm/@esbuild__freebsd-x64--freebsd-x64-0.28.0.tgz,7.65,0.94,0.119838665
run_48_repetition_19,DONE,zopfli,zopfli/@next__swc-linux-arm64-gnu--swc-linux-arm64-gnu-16.2.6.tgz,74.32,8.99,1.168653306
run_44_repetition_25,DONE,zopfli,zopfli/@esbuild__win32-ia32--win32-ia32-0.28.0.tgz,7.84,0.95,0.122436157
run_45_repetition_13,DONE,zopfli,zopfli/@next__swc-win32-ia32-msvc--swc-win32-ia32-msvc-14.2.16.tgz,55.17,6.67,0.863034381
run_12_repetition_4,DONE,npm,npm/@next__swc-linux-arm64-musl--swc-linux-arm64-musl-16.2.6.tgz,69.93,8.47,1.095664753
run_91_repetition_11,DONE,brotli,brotli/aws-sdk--aws-sdk-2.1693.0.tar.br,12.94,1.64,0.200730598
run_104_repetition_11,DONE,brotli,brotli/@esbuild__linux-ia32--linux-ia32-0.28.0.tar.br,5.65,0.67,0.087964386
run_53_repetition_10,DONE,zopfli,zopfli/@next__swc-linux-arm64-musl--swc-linux-arm64-musl-16.2.6.tgz,74.29,8.99,1.163725419
run_72_repetition_24,DONE,zstd,zstd/@esbuild__win32-ia32--win32-ia32-0.28.0.tar.zst,3.18,0.38,0.048040597
run_36_repetition_28,DONE,xz,xz/@esbuild__win32-x64--win32-x64-0.28.0.tar.xz,23.27,2.77,0.363647183
run_32_repetition_27,DONE,xz,xz/@next__swc-linux-x64-gnu--swc-linux-x64-gnu-16.2.6.tar.xz,178.69,21.27,2.794347613
run_99_repetition_19,DONE,brotli,brotli/@next__swc-win32-ia32-msvc--swc-win32-ia32-msvc-14.2.16.tar.br,30.25,3.62,0.469307156
run_61_repetition_8,DONE,zopfli,zopfli/@esbuild__freebsd-x64--freebsd-x64-0.28.0.tgz,8.01,0.96,0.125423194
run_21_repetition_14,DONE,xz,xz/@esbuild__win32-ia32--win32-ia32-0.28.0.tar.xz,23.06,2.74,0.356328257
run_26_repetition_19,DONE,xz,xz/@esbuild__linux-riscv64--linux-riscv64-0.28.0.tar.xz,21.69,2.59,0.338384326
run_99_repetition_22,DONE,brotli,brotli/@next__swc-win32-ia32-msvc--swc-win32-ia32-msvc-14.2.16.tar.br,30.2,3.67,0.470785748
run_66_repetition_20,DONE,zstd,zstd/@esbuild__openbsd-x64--openbsd-x64-0.28.0.tar.zst,3.17,0.37,0.048224098
run_88_repetition_2,DONE,brotli,brotli/@next__swc-linux-x64-gnu--swc-linux-x64-gnu-16.2.6.tar.br,43.89,5.28,0.684491506
run_92_repetition_16,DONE,brotli,brotli/@next__swc-darwin-arm64--swc-darwin-arm64-16.2.6.tar.br,38.79,4.69,0.6038268
run_76_repetition_14,DONE,zstd,zstd/@esbuild__linux-riscv64--linux-riscv64-0.28.0.tar.zst,2.91,0.35,0.044033681
run_15_repetition_19,DONE,npm,npm/@next__swc-win32-x64-msvc--swc-win32-x64-msvc-16.2.6.tgz,75.64,9.16,1.183960737
run_10_repetition_19,DONE,npm,npm/@next__swc-linux-x64-gnu--swc-linux-x64-gnu-16.2.6.tgz,74.81,8.99,1.169329187
run_78_repetition_22,DONE,zstd,zstd/@esbuild__netbsd-x64--netbsd-x64-0.28.0.tar.zst,3.18,0.38,0.047795937
run_28_repetition_10,DONE,xz,xz/@next__swc-linux-arm64-gnu--swc-linux-arm64-gnu-16.2.6.tar.xz,156.64,18.73,2.452187183
run_41_repetition_15,DONE,xz,xz/@esbuild__darwin-x64--darwin-x64-0.28.0.tar.xz,23.58,2.83,0.368898365
run_58_repetition_6,DONE,zopfli,zopfli/@esbuild__darwin-x64--darwin-x64-0.28.0.tgz,8.2,0.98,0.127899983
run_44_repetition_19,DONE,zopfli,zopfli/@esbuild__win32-ia32--win32-ia32-0.28.0.tgz,7.81,0.94,0.122513455
run_54_repetition_2,DONE,zopfli,zopfli/@esbuild__win32-x64--win32-x64-0.28.0.tgz,8.12,0.98,0.127607944
run_27_repetition_10,DONE,xz,xz/@next__swc-win32-x64-msvc--swc-win32-x64-msvc-16.2.6.tar.xz,174.55,20.71,2.729902267
run_9_repetition_22,DONE,npm,npm/@next__swc-linux-x64-musl--swc-linux-x64-musl-16.2.6.tgz,75.37,8.99,1.168006246
run_102_repetition_21,DONE,brotli,brotli/@esbuild__linux-riscv64--linux-riscv64-0.28.0.tar.br,5.68,0.68,0.088753372
run_58_repetition_26,DONE,zopfli,zopfli/@esbuild__darwin-x64--darwin-x64-0.28.0.tgz,8.22,0.98,0.128126139
